,nature_rate
מחסיה,1.1668770492668175
מטולה,0.7743281325668034
מטע,1.7444697388665167
מי עמי,0.5796115418806861
מיטב,0.40786695930459804
מייסר,0.32797681132252166
מיצר,0.8109680987802211
מירב,1.964987638765777
מירון,1.8621923308703798
מישר,0.4581191256867689
מיתר,0.8362815066867774
מכורה,0.7594533051166286
מכחול,1.0333284758814225
מכמורת,1.598683852309608
מכמנים,1.2211652622850986
מלאה,0.3771787340926962
מלילות,0.808178648478403
מלכייה,1.4313860046821612
מלכישוע,1.3192752436687636
מנוחה,0.5805561604818275
מנוף,1.735860263325586
מנות,1.5259643321545906
מנחמיה,1.1456576078912641
מנרה,1.038349076483153
מנשית זבדה,0.9049122624092182
מסד,2.1270507920696513
מסדה,0.8552911947377546
מסילות,0.886933230772522
מסילת ציון,1.2445744060292439
מסלול,0.8082646032668521
מסעדה,1.2240110880168447
מסעודין אל-עזאזמה (שבט),0.9462044250950197
מעברות,0.46527311456478565
מעגלים,0.7121257479826635
מעגן,0.8090287288031935
מעגן מיכאל,1.2721101975964653
מעוז חיים,0.8423028929416349
מעון,1.0247625598157366
מעונה,1.3833825566710445
מעיין ברוך,0.8804453352962258
מעיין צבי,0.9279043117631758
מעיליא,1.7480341159641204
מעלה אדומים,0.6725752679246089
מעלה אפרים,1.2782307684654224
מעלה גלבוע,1.2470509840035775
מעלה גמלא,1.2335464877171145
מעלה החמישה,1.0878597142498336
מעלה לבונה,0.3250426796043428
מעלה מכמש,0.9273686582932761
מעלה עירון,0.721030523360662
מעלה עמוס,1.2733368954282605
מעלות-תרשיחא,1.3890348414814144
מענית,0.3694266733158509
"מערב השרון מ""א 16",0.3758281014394016
"מערב השרון מ""א 18",0.3554156108045372
"מערב השרון מ""א 19",1.038148340920272
מעש,0.49576358573427626
מפלסים,0.47010542278107753
"מפעלי אבשלו""ם",0.8262791534629348
מפעלי ברקן,0.5642144334192867
מפעלי גליל עליון,0.8237754415676924
מפעלי גרנות,0.5303361870855483
מפעלי העמק (יזרעאל),0.5653925177074876
מפעלי חבל מודיעים,1.173206975340631
מפעלי ים המלח(סדום),1.7214682302827882
מפעלי כנות,0.4485936733767269
מפעלי מישור רותם,1.796435338648168
מפעלי מעון,0.8130242743791282
מפעלי נחם הרטוב,0.8948399365244794
מפעלי צומת מלאכי,0.5148023027924044
מפעלי צין - ערבה,2.0365103306390053
מפעלי צמח,0.826314088407202
מפעלי שאן,0.9076507380624703
מצדות יהודה,1.275942130053441
מצובה,0.9346348240614512
מצליח,0.40594245209320956
מצפה,0.9768238657171336
"מצפה אבי""ב",0.7715479712313
מצפה אילן,0.38063772124507134
מצפה יריחו,0.9779621782986536
מצפה נטופה,0.883509219095395
מצפה רמון,1.955155804107489
מצפה שלם,2.9002671728681517
מצר,0.31104359477166404
מקווה ישראל,0.37541327783229506
מרגליות,1.2607556234255126
מרום גולן,1.0354981525719908
מרחב עם,1.568948543292944
מרחביה (מושב),0.4297004176889945
מרחביה (קיבוץ),0.4196765335271159
מרכז אזורי כדורי,0.775496724416606
מרכז אזורי מרום הגליל,1.727316382403259
מרכז אזורי משגב,1.3191085704483876
מרכז אזורי שוהם,0.7520549510321157
"מרכז כ""ח",1.309281333848896
"מרכז מיר""ב*",1.2270231504335531
מרכז שפירא,0.584795586094979
משאבי שדה,1.3509620049089128
משגב דב,0.48516717351658045
משגב עם,1.1573677003051746
משהד,0.7651474967750816
משואה,1.1950503562341384
משואות יצחק,0.6624546906666681
משכיות,0.974607724761737
משמר איילון,0.6683165082332512
משמר דוד,0.584647406090379
משמר הירדן,1.2027823728358904
משמר הנגב,0.6484271634062492
משמר העמק,0.7071574874015419
משמר השבעה,0.3546804303729402
משמר השרון,0.4404546364859515
משמרות,0.49930139957927394
משמרת,0.4189354161394191
משען,0.7104276174230992
מתן,0.41669051149122616
מתת,1.4329791694998755
מתתיהו,0.5759431269871437
נאות גולן,1.2429009188164473
נאות הכיכר,1.4020153600470078
נאות חובב,1.382823029036217
נאות מרדכי,0.931235363187181
נאות סמדר,1.6745969112353594
נאעורה,0.5862839665178644
נבטים,0.8106026795606437
נגבה,0.5820317354339439
נגוהות,1.512187547074472
נהורה,0.5497852737955623
נהלל,0.7757294101893764
נהרייה,1.0804438839696024
נוב,0.9994495443412821
נוגה,0.5509702637260045
נווה,1.2450447227026258
נווה אבות,0.5422728329925777
נווה אור,1.0504957596310502
"נווה אטי""ב",1.9917090601930565
נווה אילן,1.3206956856745236
נווה אילן*,1.2090650932048674
נווה איתן,0.7702826215489625
נווה דניאל,0.801235202828804
נווה זוהר,2.109238467629621
נווה זיו,1.0191812621382934
נווה חריף,1.6833374634733782
נווה ים,1.2640191674583896
נווה ימין,0.43218148503883624
נווה ירק,0.8919048399894332
נווה מבטח,0.47843404088941116
נווה מיכאל,0.9044837374406854
נווה צוף,0.9892969466911679
נווה שלום,0.7913379035844463
נועם,0.8439521531398517
נוף איילון,1.000288521054287
נוף הגליל,0.7880483432594638
נופים,3.459788453028797
נופית,1.55363921786313
נופך,0.5639692025006211
נוקדים,3.070337310257382
נורדייה,0.40925952143769434
נורית,1.069949955608102
נחושה,1.2703652778174919
"נחל יפתחאל מ""א 3",0.9371947315687752
נחל עוז,0.4912863565195313
"נחל תבור מ""א 8",1.1593263145397341
נחלה,0.6379404763259726
נחליאל,0.5237176755324809
נחלים,0.549531192300817
נחם,1.0522768569704153
נחף,1.274114518742253
נחשולים,1.3093571646013986
נחשון,0.6425977170327656
נחשונים,0.8721341941081487
נטועה,1.7938750486830546
נטור,0.8896928851264931
נטע,1.1968955929218936
נטעים,0.7163603648025663
נטף,2.9753682939094985
ניין,0.5367157597705985
"ניל""י",0.6286206103352636
ניצן,1.9787388858567174
ניצן ב',1.6162394119372487
ניצנה (קהילת חינוך),1.352030765935016
ניצני סיני,1.2489663844819912
ניצני עוז,0.2218346920365129
ניצנים,1.283021065835969
ניר אליהו,0.3822716242544834
ניר בנים,0.5409751757682707
ניר גלים,0.6626058260737403
ניר דוד (תל עמל),1.1188896883465738
"ניר ח""ן",0.5683320821650759
ניר יפה,0.37590974202465677
ניר יצחק,0.7414218859963483
ניר ישראל,0.8652489837897372
ניר משה,0.5507562399616344
ניר עוז,0.6107254405179801
ניר עם,0.5376732973428812
ניר עציון,1.961416725990898
ניר עקיבא,0.5802340331912208
ניר צבי,0.36562207783752215
נירים,0.51932817797198
נירית,0.4393891678029839
נמל תעופה בן-גוריון,0.4082328690130925
נמרוד,1.6061621556102776
נס הרים,2.0693947082146043
נס עמים,0.8814628093910526
נס ציונה,0.5891017803661638
נעורים,0.8414011248707723
נעלה,0.6484280955769754
"נעמ""ה",0.5753063058061992
נען,0.49270998099161567
נערן,0.7823047730593579
נצאצרה (שבט),1.1066258020915523
נצר חזני,0.4340654565391919
נצר סרני,0.43104882305850484
נצרת,0.6411973279833517
נשר,1.2741325193810236
נתיב הגדוד,0.8192601602807204
"נתיב הל""ה",1.3930345730186828
נתיב העשרה,0.8154143769787441
נתיב השיירה,0.8577366811449347
נתיבות,0.5816019777369154
נתניה,0.5235011976119152
סאג'ור,1.5433629632914736
סאסא,2.3302143791760694
סביון*,0.42660763075312624
סגולה,0.5957155621233996
סואעד (חמרייה)*,1.0861634607133193
סואעד (כמאנה) (שבט),1.4064221597816462
סולם,0.47341739371889174
סוסיה,1.1238638858125327
סופה,0.6972839870166285
סח'נין,1.0517737524896227
סייד (שבט),0.764408291030134
סלמה,1.4265790155179892
סלעית,0.30814983305040966
סמר,2.1711449662932365
סנסנה,0.8161350311983092
סעד,0.4655345761982548
סעוה,0.8168161190288343
סער,1.054083036774068
ספיר,1.3552286083059748
סתרייה,0.4847338003897971
ע'ג'ר,0.9094246827557755
עבדון,1.059450833069425
עברון,1.0522441575012162
עגור,0.7096397652037741
עד הלום,1.3430726037447076
עדי,0.9026239122326705
עדנים,0.8430694821226029
עוזה,0.6594568740750583
עוזייר,0.9563681651642844
עולש,0.2369916178261002
עומר,0.7728732839709177
עופר,1.1177441394420509
עוצם,0.5437369411413618
עוקבי (בנו עוקבה) (שבט),0.7619033459849164
עזוז,1.4058874291279075
עזר,0.9298902045414247
עזריאל,0.30370704670309634
עזריה,0.49342368699523914
עזריקם,0.6976796679459829
עטאוונה (שבט),0.7737709204025167
עטרת,0.4042984190476164
עידן,1.473169409818369
עידן הנגב,0.7267090601292384
עיילבון,1.1242975902159138
עיינות,0.7345170466689399
עילוט,0.8729750469307421
עין איילה,1.220608806464427
עין אל-אסד,2.209718497126538
עין גב,1.3667922352667858
עין גדי,2.6683491459085897
עין דור,0.7177921908947966
עין הבשור,0.9260415684922582
עין הוד,1.8731530600214517
עין החורש,0.3738834730078478
עין המפרץ,0.9018828356848543
"עין הנצי""ב",0.9941783236890126
עין העמק,1.0705097909093866
עין השופט,1.1363761996209645
עין השלושה,0.5088499416516841
עין ורד,0.35919606784732766
עין זיוון,1.0265661504204346
עין חוד,2.1276217895834426
עין חצבה,1.8476651805391973
עין חרוד (איחוד),0.6354410913425926
עין חרוד (מאוחד),0.6670741380435921
עין יהב,1.3556624089784748
עין יעקב,1.513360323495112
"עין כרם-בי""ס חקלאי",1.3720087040127928
עין כרמל,1.359615558452169
עין מאהל,0.6847100847369946
עין נקובא,1.2948758022864966
עין עירון,0.48891020815469355
עין צורים,0.554455886507953
עין קנייא,1.5719087736525645
עין ראפה,1.174857030240336
עין שמר,0.39273011213825376
עין שריד,0.3409188103848703
עין תמר,1.489205560737357
עינת,0.7964232470715292
עיר אובות,2.2975856735233227
עכו,0.988096034480397
עלומים,0.5821565628865445
עלי,0.33889387962110856
עלי זהב,1.2955711351913581
עלמה,1.9346985740204508
עלמון,0.9064806606175719
עמוקה,1.452561362059892
עמיחי,0.5291655044838068
עמינדב,1.4022665076273957
עמיעד,1.6792163945088783
עמיעוז,0.8277100668539411
עמיקם,1.620782868646974
עמיר,0.8074910599032399
עמנואל,0.694954704023138
"עמק בית שאן מ""א 7",0.8379211958204701
"עמק חולה מ""א 1",0.8979761119319997
"עמק חולה מ""א 55",1.5368107656612127
"עמק חפר מזרח מ""א 16",0.5406800336936949
"עמק חרוד מ""א 8",0.8567116648429304
"עמק יזרעאל מ""א 13",0.5974924346976056
"עמק יזרעאל מ""א 8",0.37376738893199485
"עמק יזרעאל מ""א 9",0.46130373901508787
עמקה,0.8160102332728811
ענב,0.21148814698131937
עספיא,2.1017984091756565
עפולה,0.4277417122795801
עפרה,0.46476613638529457
עץ אפרים,0.6097832847149607
עצמון שגב,1.2649545126945732
עראבה,0.8956621517316692
עראמשה*,1.7536846915965365
ערב אל נעים,2.501878082993344
ערד,1.2924545315245066
ערוגות,0.4971679118662434
ערערה,0.6304519344801495
ערערה-בנגב,1.0342396689102413
עשרת,0.47063333593241913
עתלית,1.2694124362883745
עתניאל,1.0332662147141467
פארן,1.5607073112854684
פארק תעשיות ספירים,0.5333208240357669
פארק תעשיות עמק חפר,1.0819432662789485
פדואל,2.2186141220024886
פדויים,0.7665026012389411
פדיה,0.5123756263148177
פוריידיס,0.9453684982715326
פורייה - כפר עבודה,0.8832278294825258
פורייה - נווה עובד,0.755685473531332
פורייה עילית,0.7917779848442901
פורת,0.3078803947373053
פטיש,0.8600556413451722
פלך,1.3873201902984793
פלמחים,1.4012908338686512
פני חבר,0.8234573617910946
פסגות,0.49100842441287057
פסוטה,1.2524072736422285
"פעמי תש""ז",0.6354898712709608
פצאל,1.0510530411506813
פקיעין (בוקייעה),1.536112996379988
פקיעין חדשה,1.521146748631421
פרדס חנה-כרכור,0.4422232513373968
פרדסייה,0.37681683417601985
פרוד,1.7724614765005522
פרזון,0.44154105474130917
פרי גן,0.833293288221868
פתח תקווה,0.6079341475045659
פתחיה,0.4981177630723671
צאלים,1.1968133154652045
צביה,1.1402285830735437
צבעון,1.7538298710875928
צובה,1.326228556182204
צוחר,0.9052374284341791
צופייה,0.5174178264714057
צופים,0.36193734453141635
צופית,0.4308554010806538
צופר,1.3123914412601307
צוקי ים,0.782759758004642
צוקים,1.483917712832969
צור הדסה,1.274166379559007
צור יצחק,0.7075461158929669
צור משה,0.37726139194620095
צור נתן,4.236437397396927
צוריאל,1.6184807050807855
צורית,1.0064572191618115
ציפורי,1.4444336071463384
צלפון,0.5539240908658998
צנדלה,0.494573074631601
צפרייה,0.3608297638542552
צפרירים,1.1664048105532328
צפת,1.4480883720645479
צרופה,1.259806514641548
צרעה,0.7776987368097744
קבועה (שבט),1.2604007745080377
קבוצת יבנה,0.5429442468994211
קדומים,0.3039407368128855
קדימה-צורן,0.38480646597422524
קדמה,0.6622636465968587
קדמת צבי,1.1285462473488432
קדר,0.5984986679332869
קדרון,0.422947461686415
קדרים,2.0310492375615214
קודייראת א-צאנע (שבט),1.7351256358375409
קוואעין (שבט),0.9525249987635656
קוממיות,0.5338730919973609
קורנית,1.4036588039532214
קטורה,1.6789375567424663
קיסריה,0.8355182889062629
קלחים,0.6205983922220036
קליה,1.1086694195488567
קלנסווה,0.26149203510704994
קלע,1.117998089538291
קציר,0.6124911623021521
קצר א-סר,1.2248828759100727
קצרין,1.5393598752344864
קריית אונו,0.4188859280073791
קריית ארבע,0.8180315702172897
קריית אתא,0.8379554154551593
קריית ביאליק,0.8056761023034408
קריית גת,0.6201199801993813
קריית חינוך מרחבים*,0.8076395494231273
קריית טבעון,1.296491441556025
קריית ים,0.7721153949535494
קריית יערים,1.1226293384324137
קריית יערים (מוסד),1.148178574989358
קריית מוצקין,0.7804786923482961
קריית מלאכי,0.5144095672122176
קריית נטפים,0.7295831589838404
קריית ענבים,1.3433635009839882
קריית עקרון,0.3997935095126211
קריית שלמה,1.0372054381340043
קריית שמונה,0.7596060791997542
קרית חינוך עזתה,0.5486284859880391
קרית תעופה,0.4898473207385928
קרני שומרון,1.5403731863093812
קשת,0.9471267387822472
ראמה,1.6348015543098668
ראס אל-עין,2.5821436187835873
ראס עלי,1.0898200966472702
ראש העין,0.8186582688029171
ראש פינה,1.3805599348237563
ראש צורים,0.8342905584673825
ראשון לציון,0.4455119604703129
רבבה,0.6211739687798481
רבדים,0.4673671480437646
רביבים,1.4488547557583258
רביד,1.5095290261525558
רגבה,1.0677792762065756
רגבים,0.7879462453442674
רהט,0.680660595897675
רווחה,0.5369728667416998
רוויה,1.159202873399089
רוח מדבר,1.6871680618365712
רוחמה,2.0831622023581913
רומאנה,0.9271337198833846
רומת הייב,0.9539458606040105
רועי,0.8972841924194536
רותם,1.1052110532369066
רחוב,0.9512760443737056
רחובות,0.42800791687193884
רחלים,0.3268014328019619
ריחאנייה,1.6449438736357536
ריחן,1.3461607108731153
ריינה,0.7280185081022897
רימונים,0.9200861528252351
רינתיה,0.6101659697714544
רכסים,1.3917484134468205
רם-און,0.3449824628386465
רמות,1.0337874601831076
רמות השבים,0.5616605006242512
רמות מאיר,0.43197815112541493
רמות מנשה,1.651528673785467
רמות נפתלי,1.2675837941702788
רמלה,0.379096621285674
רמת גן,0.3989430566350823
רמת דוד,0.6894632285820304
רמת הכובש,0.399899921711125
רמת השופט,1.0305431716826146
רמת השרון,0.6254634355793662
רמת יוחנן,0.9061619703108891
רמת ישי,0.9565436380616026
"רמת כוכב מ""א 7",1.4374300200575625
"רמת כוכב מ""א 8",0.9274189778237237
"רמת כוכב מ""א 9",0.6164881168152985
רמת מגשימים,0.8341967867563898
"רמת מנשה מ""א 13",1.8385078556147976
רמת צבי,0.6418825902095467
רמת רזיאל,1.7876129864072583
רמת רחל,0.6604015084163017
רנן,0.7907469885664483
רעים,0.6885272877210139
רעננה,0.5888149766252598
רקפת,1.2119373168279646
רשפון,1.0661488813734878
רשפים,0.9430402738081903
רתמים,1.3842054514941562
שאר ישוב,1.2718938866961758
שבי דרום,0.5595559988793242
שבי ציון,1.2817056358784336
שבי שומרון,0.3276815357997732
שבלי - אום אל-גנם,1.302010047158262
שגב-שלום,0.8924553817750754
שדה אילן,0.7516200393143485
שדה אליהו,0.7739634565209782
שדה אליעזר,1.2959923976884775
שדה בוקר,1.682475300613538
שדה דוד,0.6583085167803866
שדה ורבורג,0.4778181967132038
שדה יואב,0.5689644294353313
שדה יעקב,1.065892653393425
שדה יצחק,0.34603980899066683
שדה משה,0.6992766119429
שדה נחום,0.8639156712459586
שדה נחמיה,0.8103028309310462
שדה ניצן,0.9230081464650226
שדה עוזיהו,0.9104377961624928
שדה צבי,0.6871459383258302
שדות ים,0.8488332326061234
שדות מיכה,0.6550220254333254
שדי אברהם,0.8292184347241744
שדי חמד,0.46633581243575045
שדי תרומות,0.9508070928807592
שדמה,0.4868000183479459
שדמות דבורה,0.7468547993482025
שדמות מחולה,1.058161760866047
שדרות,0.5801927473257064
שואבה,1.3492634810052595
שובה,0.49674155906727585
שובל,0.6960919221032954
שוהם,0.8375232529297595
שומרה,1.087811172153742
שומרייה,1.3454162705105803
שוקדה,0.5887881587451138
שורש,1.6890444081221982
שורשים,1.059487180080337
שושנת העמקים,0.6001961810780222
שזור,1.4734140593374598
שחר,0.5574261272050379
שחרות,2.08165191476872
שיבולים,0.6819457919173718
שיטים,2.0242991819389897
שייח' דנון,0.8338807046376325
שילה,0.4169048305558265
שילת,0.6138992480307788
שכניה,2.153379816425144
שלווה,0.7741170006031326
שלווה במדבר,1.7491109236134497
שלוחות,0.9629513935116062
שלומי,0.9902291670285157
שלומית,0.9421726201779559
שלומציון,1.2934638526559525
שמיר,1.2615942077205473
שמעה,0.8432388467391468
שמרת,1.0473571076041348
שמשית,1.131526170033736
שני,1.0451998851128148
שניר,2.3022756324286053
שעב,0.921328229639252
שעל,0.90753199103628
שעלבים,0.8831002307543049
שער אפרים,0.24474043901735415
שער הגולן,0.8425062435314334
שער העמקים,1.422150222279834
שער מנשה,0.414198864899253
שערי תקווה,0.5392673880489305
שפיים,1.119791255906139
שפיר,0.5418277717539026
"שפלת יהודה מ""א 26",0.6630469641388328
שפר,1.6723699672535977
שפרעם,0.7809205993481587
שקד,0.44883478842418617
שקף,1.15839623873917
שרונה,1.0894925503237112
שריגים (לי-און),0.8859230930628873
שריד,0.5746615178489786
שרשרת,0.6462610308691911
שתולה,1.0449352603109365
שתולים,0.7849172079616955
תאשור,0.6832792292740898
תדהר,0.6813081979181621
תובל,1.1293001281691064
תומר,0.8966919410214099
תושייה,0.539636635188388
תימורים,0.5199765010876968
תירוש,0.5325150363568122
תל אביב -יפו,0.4010918033185448
תל חי (מכללה),1.1851747796646412
תל יוסף,0.6922675369869695
תל יצחק,0.9359337385036657
תל מונד,0.41517899627493177
תל עדשים,0.48357979714941585
תל קציר,0.8386163117509504
תל שבע,0.8028337413717019
תל תאומים,0.8682700480547474
תלם,1.2230156609381495
תלמי אליהו,0.9440151161974512
תלמי אלעזר,0.4214978951450336
"תלמי ביל""ו",0.5695924713586001
תלמי יוסף,1.0240509342732529
תלמי יחיאל,0.4775315470979282
תלמי יפה,0.685991087052208
תלמים,0.7315309212644482
תמרת,1.865355898907903
תנובות,0.26570831832048053
תעוז,0.7512472849827373
תעשיון בינימין*,0.39709667919789704
תעשיון דלתון,1.4949021463067027
תעשיון השרון,0.3801493880867256
תעשיון חבל יבנה,0.6742113261249717
תעשיון חצב*,1.1537635525605676
תעשיון מבצע*,0.47405951375268973
תעשיון מיתרים,0.9052493099442294
תעשיון צריפין,0.3617786057699364
תעשיון ראם*,0.4623820992211676
"תעשיון שח""ק",0.39031692102924437
תעשיות גליל תחתון,1.1907317159759618
תפרח,0.6917182871538909
תקומה,0.5019664395817263
תקוע,1.172892156126344
תראבין א-צאנע (שבט),1.0239037339440769
תרבין א-צאנע (יישוב)*,0.6582513108827879
תרום,0.8197062388877098
